OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
374;A000002294;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
375;A000002294;A390S;EUROP ASSISTANCE ITALIA S.P.A.
376;A000002295;A055X;HDI ASSICURAZIONI S.P.A.
377;A000002295;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
378;A000002302;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
379;A000002321;40354;METLIFE INSURANCE LIMITED
380;A000002321;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
381;A000002324;D908R;COMPAGNIE FRANÇAISE D'ASSURANCE POUR LE COMMERCE EXTÉRIEUR S.A. (COFACE)
382;A000002331;D908R;COMPAGNIE FRANÇAISE D'ASSURANCE POUR LE COMMERCE EXTÉRIEUR S.A. (COFACE)
383;A000002351;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
384;A000002367;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
385;A000002432;A342S;UNISALUTE S.P.A.
386;A000002432;A505S;UNIPOL ASSICURAZIONI S.P.A.
387;A000002433;A044S;GENERALI ITALIA S.P.A.
388;A000002433;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
389;A000002433;A390S;EUROP ASSISTANCE ITALIA S.P.A.
390;A000002444;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
391;A000002444;A463S;ALLIANZ SOCIETA' PER AZIONI
392;A000002444;A484S;TUTELA LEGALE S.P.A.
393;A000002444;D891R;AWP P&C S.A.
394;A000002452;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
395;A000002452;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
396;A000002468;A044S;GENERALI ITALIA S.P.A.
397;A000002468;A390S;EUROP ASSISTANCE ITALIA S.P.A.
398;A000002498;A044S;GENERALI ITALIA S.P.A.
399;A000002498;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
400;A000002498;A390S;EUROP ASSISTANCE ITALIA S.P.A.
401;A000002501;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
402;A000002520;A342S;UNISALUTE S.P.A.
403;A000002520;A505S;UNIPOL ASSICURAZIONI S.P.A.
404;A000002538;A135S;VITTORIA ASSICURAZIONI S.P.A.
405;A000002550;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
406;A000002550;A294S;SARA VITA S.P.A.
407;A000002565;A077S;ZURICH INVESTMENTS LIFE S.P.A.
408;A000002565;D866R;ZURICH INSURANCE EUROPE AG
409;A000002565;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
410;A000002565;X497R;ZURICH INSURANCE COMPANY LTD
411;A000002611;10400;MERKUR VERSICHERUNG AKTIENGESELLSCHAFT
412;A000002611;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
413;A000002611;A463S;ALLIANZ SOCIETA' PER AZIONI
414;A000002611;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
415;A000002611;D857R;TIROLER VERSICHERUNG V.A.G
416;A000002611;D969R;ADRIATIC OSIGURANJE D.D.
417;A000002626;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
418;A000002626;A463S;ALLIANZ SOCIETA' PER AZIONI
419;A000002626;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
420;A000002626;D891R;AWP P&C S.A.
421;A000002626;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
422;A000002635;A044S;GENERALI ITALIA S.P.A.
423;A000002641;A044S;GENERALI ITALIA S.P.A.
424;A000002657;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
425;A000002676;A044S;GENERALI ITALIA S.P.A.
426;A000002676;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
427;A000002676;A390S;EUROP ASSISTANCE ITALIA S.P.A.
428;A000002678;A044S;GENERALI ITALIA S.P.A.
429;A000002678;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
430;A000002678;A390S;EUROP ASSISTANCE ITALIA S.P.A.
431;A000002695;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
432;A000002699;A463S;ALLIANZ SOCIETA' PER AZIONI
433;A000002699;A505S;UNIPOL ASSICURAZIONI S.P.A.
434;A000002699;D891R;AWP P&C S.A.
435;A000002712;A505S;UNIPOL ASSICURAZIONI S.P.A.
436;A000002727;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
437;A000002727;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
438;A000002727;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
439;A000002750;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
440;A000002750;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
441;A000002750;A463S;ALLIANZ SOCIETA' PER AZIONI
442;A000002750;D878R;ALLIANZ GLOBAL LIFE DAC
443;A000002750;D891R;AWP P&C S.A.
444;A000002752;A463S;ALLIANZ SOCIETA' PER AZIONI
445;A000002752;A484S;TUTELA LEGALE S.P.A.
446;A000002752;D878R;ALLIANZ GLOBAL LIFE DAC
447;A000002752;D891R;AWP P&C S.A.
448;A000002752;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
449;A000002775;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
450;A000002775;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
451;A000002775;A463S;ALLIANZ SOCIETA' PER AZIONI
452;A000002775;A505S;UNIPOL ASSICURAZIONI S.P.A.
453;A000002775;D891R;AWP P&C S.A.
454;A000002777;A055X;HDI ASSICURAZIONI S.P.A.
455;A000002777;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
456;A000002784;A055X;HDI ASSICURAZIONI S.P.A.
457;A000002784;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
458;A000002784;D969R;ADRIATIC OSIGURANJE D.D.
459;A000002803;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
460;A000002803;A339S;CNP VITA ASSICURA S.P.A.
461;A000002803;A463S;ALLIANZ SOCIETA' PER AZIONI
462;A000002845;A055X;HDI ASSICURAZIONI S.P.A.
463;A000002847;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
464;A000002848;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
465;A000002870;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
466;A000002874;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
467;A000002907;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
468;A000002911;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
469;A000002947;A135S;VITTORIA ASSICURAZIONI S.P.A.
470;A000002948;A135S;VITTORIA ASSICURAZIONI S.P.A.
471;A000002958;A135S;VITTORIA ASSICURAZIONI S.P.A.
472;A000002968;A135S;VITTORIA ASSICURAZIONI S.P.A.
473;A000002974;A135S;VITTORIA ASSICURAZIONI S.P.A.
474;A000002986;A135S;VITTORIA ASSICURAZIONI S.P.A.
475;A000002998;A135S;VITTORIA ASSICURAZIONI S.P.A.
476;A000003008;A135S;VITTORIA ASSICURAZIONI S.P.A.
477;A000003013;A135S;VITTORIA ASSICURAZIONI S.P.A.
478;A000003014;A135S;VITTORIA ASSICURAZIONI S.P.A.
479;A000003030;A135S;VITTORIA ASSICURAZIONI S.P.A.
480;A000003030;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
481;A000003049;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
482;A000003073;A044S;GENERALI ITALIA S.P.A.
483;A000003073;A390S;EUROP ASSISTANCE ITALIA S.P.A.
484;A000003078;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
485;A000003091;A055X;HDI ASSICURAZIONI S.P.A.
486;A000003091;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
487;A000003094;A044S;GENERALI ITALIA S.P.A.
488;A000003094;A055X;HDI ASSICURAZIONI S.P.A.
489;A000003094;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
490;A000003094;A390S;EUROP ASSISTANCE ITALIA S.P.A.
491;A000003094;A484S;TUTELA LEGALE S.P.A.
492;A000003105;A044S;GENERALI ITALIA S.P.A.
493;A000003105;A390S;EUROP ASSISTANCE ITALIA S.P.A.
494;A000003120;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
495;A000003120;D952R;LLOYD'S INSURANCE COMPANY SA
496;A000003124;A044S;GENERALI ITALIA S.P.A.
497;A000003124;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
498;A000003124;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
499;A000003124;A390S;EUROP ASSISTANCE ITALIA S.P.A.
500;A000003179;A342S;UNISALUTE S.P.A.
501;A000003179;A505S;UNIPOL ASSICURAZIONI S.P.A.
502;A000003187;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
503;A000003187;A339S;CNP VITA ASSICURA S.P.A.
504;A000003187;A463S;ALLIANZ SOCIETA' PER AZIONI
505;A000003187;D891R;AWP P&C S.A.
506;A000003188;A339S;CNP VITA ASSICURA S.P.A.
507;A000003188;A390S;EUROP ASSISTANCE ITALIA S.P.A.
508;A000003188;A463S;ALLIANZ SOCIETA' PER AZIONI
509;A000003196;A342S;UNISALUTE S.P.A.
510;A000003196;A505S;UNIPOL ASSICURAZIONI S.P.A.
511;A000003224;A044S;GENERALI ITALIA S.P.A.
512;A000003224;A390S;EUROP ASSISTANCE ITALIA S.P.A.
513;A000003226;A044S;GENERALI ITALIA S.P.A.
514;A000003226;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
515;A000003226;A390S;EUROP ASSISTANCE ITALIA S.P.A.
516;A000003235;A463S;ALLIANZ SOCIETA' PER AZIONI
517;A000003235;D878R;ALLIANZ GLOBAL LIFE DAC
518;A000003235;D891R;AWP P&C S.A.
519;A000003235;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
520;A000003248;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
521;A000003248;A484S;TUTELA LEGALE S.P.A.
522;A000003286;A044S;GENERALI ITALIA S.P.A.
523;A000003286;A390S;EUROP ASSISTANCE ITALIA S.P.A.
524;A000003292;C399R;INTER PARTNER ASSISTANCE SA
525;A000003294;A044S;GENERALI ITALIA S.P.A.
526;A000003294;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
527;A000003297;A055X;HDI ASSICURAZIONI S.P.A.
528;A000003302;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
529;A000003302;A294S;SARA VITA S.P.A.
530;A000003302;A484S;TUTELA LEGALE S.P.A.
531;A000003302;D969R;ADRIATIC OSIGURANJE D.D.
532;A000003319;A044S;GENERALI ITALIA S.P.A.
533;A000003319;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
534;A000003319;A390S;EUROP ASSISTANCE ITALIA S.P.A.
535;A000003339;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
536;A000003339;A342S;UNISALUTE S.P.A.
537;A000003339;A505S;UNIPOL ASSICURAZIONI S.P.A.
538;A000003370;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
539;A000003409;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
540;A000003409;A342S;UNISALUTE S.P.A.
541;A000003409;A505S;UNIPOL ASSICURAZIONI S.P.A.
542;A000003435;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
543;A000003435;A342S;UNISALUTE S.P.A.
544;A000003435;A505S;UNIPOL ASSICURAZIONI S.P.A.
545;A000003463;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
546;A000003463;A294S;SARA VITA S.P.A.
547;A000003489;A077S;ZURICH INVESTMENTS LIFE S.P.A.
548;A000003489;D866R;ZURICH INSURANCE EUROPE AG
549;A000003489;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
550;A000003489;X497R;ZURICH INSURANCE COMPANY LTD
551;A000003494;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
552;A000003494;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
553;A000003494;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
554;A000003494;A361S;CF LIFE COMPAGNIA DI ASSICURAZIONI VITA S.P.A.
555;A000003494;A390S;EUROP ASSISTANCE ITALIA S.P.A.
556;A000003494;A478S;AMTRUST ASSICURAZIONI S.P.A.
557;A000003494;A484S;TUTELA LEGALE S.P.A.
558;A000003494;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
559;A000003494;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
560;A000003501;A463S;ALLIANZ SOCIETA' PER AZIONI
561;A000003501;A505S;UNIPOL ASSICURAZIONI S.P.A.
562;A000003558;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
563;A000003558;A390S;EUROP ASSISTANCE ITALIA S.P.A.
564;A000003558;A463S;ALLIANZ SOCIETA' PER AZIONI
565;A000003577;A055X;HDI ASSICURAZIONI S.P.A.
566;A000003592;A077S;ZURICH INVESTMENTS LIFE S.P.A.
567;A000003592;D947R;AIG EUROPE S.A.
568;A000003609;A044S;GENERALI ITALIA S.P.A.
569;A000003609;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
570;A000003609;A390S;EUROP ASSISTANCE ITALIA S.P.A.
571;A000003637;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
572;A000003637;A463S;ALLIANZ SOCIETA' PER AZIONI
573;A000003637;D891R;AWP P&C S.A.
574;A000003637;D969R;ADRIATIC OSIGURANJE D.D.
575;A000003639;A342S;UNISALUTE S.P.A.
576;A000003639;A505S;UNIPOL ASSICURAZIONI S.P.A.
577;A000003646;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
578;A000003646;A339S;CNP VITA ASSICURA S.P.A.
579;A000003646;A463S;ALLIANZ SOCIETA' PER AZIONI
580;A000003646;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
581;A000003691;A135S;VITTORIA ASSICURAZIONI S.P.A.
582;A000003699;A342S;UNISALUTE S.P.A.
583;A000003699;A505S;UNIPOL ASSICURAZIONI S.P.A.
584;A000003699;D866R;ZURICH INSURANCE EUROPE AG
585;A000003699;X497R;ZURICH INSURANCE COMPANY LTD
586;A000003776;A342S;UNISALUTE S.P.A.
587;A000003776;A505S;UNIPOL ASSICURAZIONI S.P.A.
588;A000003778;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
589;A000003778;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
590;A000003778;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
591;A000003778;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
592;A000003788;A342S;UNISALUTE S.P.A.
593;A000003788;A505S;UNIPOL ASSICURAZIONI S.P.A.
594;A000003794;A044S;GENERALI ITALIA S.P.A.
595;A000003795;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
596;A000003804;A342S;UNISALUTE S.P.A.
597;A000003804;A390S;EUROP ASSISTANCE ITALIA S.P.A.
598;A000003804;A505S;UNIPOL ASSICURAZIONI S.P.A.
599;A000003865;A044S;GENERALI ITALIA S.P.A.
600;A000003865;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
601;A000003865;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
602;A000003886;A342S;UNISALUTE S.P.A.
603;A000003886;A505S;UNIPOL ASSICURAZIONI S.P.A.
604;A000003946;A044S;GENERALI ITALIA S.P.A.
605;A000003949;A463S;ALLIANZ SOCIETA' PER AZIONI
606;A000003975;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
607;A000003981;A044S;GENERALI ITALIA S.P.A.
608;A000003981;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
609;A000003981;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
610;A000004007;A342S;UNISALUTE S.P.A.
611;A000004007;A505S;UNIPOL ASSICURAZIONI S.P.A.
612;A000004011;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
613;A000004011;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
614;A000004011;A390S;EUROP ASSISTANCE ITALIA S.P.A.
615;A000004011;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
616;A000004011;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
617;A000004110;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
618;A000004113;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
619;A000004113;A294S;SARA VITA S.P.A.
620;A000004167;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
621;A000004167;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
622;A000004167;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
623;A000004167;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
624;A000004210;A463S;ALLIANZ SOCIETA' PER AZIONI
625;A000004210;A505S;UNIPOL ASSICURAZIONI S.P.A.
626;A000004210;D878R;ALLIANZ GLOBAL LIFE DAC
627;A000004210;D891R;AWP P&C S.A.
628;A000004234;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
629;A000004261;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
630;A000004261;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
631;A000004261;A463S;ALLIANZ SOCIETA' PER AZIONI
632;A000004261;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
633;A000004290;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
634;A000004290;A463S;ALLIANZ SOCIETA' PER AZIONI
635;A000004290;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
636;A000004290;D878R;ALLIANZ GLOBAL LIFE DAC
637;A000004290;D891R;AWP P&C S.A.
638;A000004290;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
639;A000004297;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
640;A000004298;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
641;A000004298;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
642;A000004305;A044S;GENERALI ITALIA S.P.A.
643;A000004305;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
644;A000004305;A390S;EUROP ASSISTANCE ITALIA S.P.A.
645;A000004311;A077S;ZURICH INVESTMENTS LIFE S.P.A.
646;A000004311;D866R;ZURICH INSURANCE EUROPE AG
647;A000004311;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
648;A000004311;X497R;ZURICH INSURANCE COMPANY LTD
649;A000004315;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
650;A000004316;D957R;CHUBB EUROPEAN GROUP SE
651;A000004349;A342S;UNISALUTE S.P.A.
652;A000004349;A505S;UNIPOL ASSICURAZIONI S.P.A.
653;A000004404;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
654;A000004404;A294S;SARA VITA S.P.A.
655;A000004413;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
656;A000004413;A463S;ALLIANZ SOCIETA' PER AZIONI
657;A000004413;A505S;UNIPOL ASSICURAZIONI S.P.A.
658;A000004413;D878R;ALLIANZ GLOBAL LIFE DAC
659;A000004413;D891R;AWP P&C S.A.
660;A000004413;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
661;A000004454;A037S;AXA ASSICURAZIONI S.P.A.
662;A000004454;C399R;INTER PARTNER ASSISTANCE SA
663;A000004454;D870R;AXA LIFE EUROPE DAC
664;A000004457;A342S;UNISALUTE S.P.A.
665;A000004457;A505S;UNIPOL ASSICURAZIONI S.P.A.
666;A000004460;A044S;GENERALI ITALIA S.P.A.
667;A000004460;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
668;A000004460;A390S;EUROP ASSISTANCE ITALIA S.P.A.
669;A000004464;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
670;A000004469;A463S;ALLIANZ SOCIETA' PER AZIONI
671;A000004469;D891R;AWP P&C S.A.
672;A000004473;A077S;ZURICH INVESTMENTS LIFE S.P.A.
673;A000004473;D866R;ZURICH INSURANCE EUROPE AG
674;A000004473;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
675;A000004473;X497R;ZURICH INSURANCE COMPANY LTD
676;A000004487;A135S;VITTORIA ASSICURAZIONI S.P.A.
677;A000004487;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
678;A000004489;A055X;HDI ASSICURAZIONI S.P.A.
679;A000004489;A463S;ALLIANZ SOCIETA' PER AZIONI
680;A000004489;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
681;A000004489;A505S;UNIPOL ASSICURAZIONI S.P.A.
682;A000004489;D891R;AWP P&C S.A.
683;A000004490;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
684;A000004490;A463S;ALLIANZ SOCIETA' PER AZIONI
685;A000004490;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
686;A000004495;A055X;HDI ASSICURAZIONI S.P.A.
687;A000004495;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
688;A000004505;A077S;ZURICH INVESTMENTS LIFE S.P.A.
689;A000004505;D866R;ZURICH INSURANCE EUROPE AG
690;A000004505;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
691;A000004505;X497R;ZURICH INSURANCE COMPANY LTD
692;A000004506;A342S;UNISALUTE S.P.A.
693;A000004506;A505S;UNIPOL ASSICURAZIONI S.P.A.
694;A000004519;A135S;VITTORIA ASSICURAZIONI S.P.A.
695;A000004526;A077S;ZURICH INVESTMENTS LIFE S.P.A.
696;A000004526;D866R;ZURICH INSURANCE EUROPE AG
697;A000004526;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
698;A000004526;X497R;ZURICH INSURANCE COMPANY LTD
699;A000004537;A077S;ZURICH INVESTMENTS LIFE S.P.A.
700;A000004537;D866R;ZURICH INSURANCE EUROPE AG
701;A000004537;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
702;A000004537;X497R;ZURICH INSURANCE COMPANY LTD
703;A000004580;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
704;A000004583;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
705;A000004583;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
706;A000004600;A044S;GENERALI ITALIA S.P.A.
707;A000004600;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
708;A000004600;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
709;A000004632;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
710;A000004632;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
711;A000004641;A055X;HDI ASSICURAZIONI S.P.A.
712;A000004641;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
713;A000004641;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
714;A000004668;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
715;A000004668;A339S;CNP VITA ASSICURA S.P.A.
716;A000004668;A390S;EUROP ASSISTANCE ITALIA S.P.A.
717;A000004668;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
718;A000004668;A463S;ALLIANZ SOCIETA' PER AZIONI
719;A000004668;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
720;A000004674;A077S;ZURICH INVESTMENTS LIFE S.P.A.
721;A000004674;A152M;VHV ITALIA ASSICURAZIONI S.P.A.
722;A000004674;A390S;EUROP ASSISTANCE ITALIA S.P.A.
723;A000004674;D866R;ZURICH INSURANCE EUROPE AG
724;A000004674;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
725;A000004674;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
726;A000004674;X497R;ZURICH INSURANCE COMPANY LTD
727;A000004676;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
728;A000004717;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
729;A000004717;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
730;A000004717;A337S;NOBIS VITA S.P.A.
731;A000004717;A390S;EUROP ASSISTANCE ITALIA S.P.A.
