OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
455;B000013328;B000741066;Responsabile dell'attività di intermediazione;
456;B000140120;B000714376;Rappresentante Legale;
457;B000140120;B000661942;Responsabile dell'attività di intermediazione;
458;B000070758;B000050424;Responsabile dell'attività di intermediazione;
459;B000013706;B000431310;Responsabile dell'attività di intermediazione;
460;B000013812;B000362679;Responsabile dell'attività di intermediazione;
461;B000173713;B000169868;Responsabile dell'attività di intermediazione;
462;B000080121;B000579509;Rappresentante Legale;
463;B000091165;B000548946;Responsabile dell'attività di intermediazione;
464;B000058731;B000114899;Responsabile dell'attività di intermediazione;
465;B000126679;B000186487;Rappresentante Legale;
466;B000063130;B000063137;Responsabile dell'attività di intermediazione;
467;B000181628;B000118045;Rappresentante Legale;
468;B000189220;B000052816;Responsabile dell'attività di intermediazione;
469;B000014107;B000014428;Rappresentante Legale;
470;B000013623;B000014346;Responsabile dell'attività di intermediazione;
471;B000013623;B000014346;Rappresentante Legale;
472;B000053496;B000054443;Rappresentante Legale;
473;B000085828;B000085838;Responsabile dell'attività di intermediazione;
474;B000063046;B000190757;Responsabile dell'attività di intermediazione;
475;B000013420;B000052429;Responsabile dell'attività di intermediazione;
476;B000147970;B000135711;Rappresentante Legale;
477;B000074749;B000062197;Responsabile dell'attività di intermediazione;
478;B000085872;B000134474;Responsabile dell'attività di intermediazione;
479;B000131029;B000050897;Responsabile dell'attività di intermediazione;
480;B000131029;B000050897;Rappresentante Legale;
481;B000058637;B000058632;Rappresentante Legale;
482;B000052737;B000171536;Rappresentante Legale;
483;B000013470;B000014451;Rappresentante Legale;
484;B000013645;B000506876;Rappresentante Legale;
485;B000163736;B000443675;Rappresentante Legale;
486;B000115908;B000314069;Responsabile dell'attività di intermediazione;
487;B000000807;B000548946;Responsabile dell'attività di intermediazione;
488;B000077331;B000480186;Responsabile dell'attività di intermediazione;
489;B000013506;B000014325;Responsabile dell'attività di intermediazione;
490;B000013507;B000055861;Responsabile dell'attività di intermediazione;
491;B000013508;B000014325;Responsabile dell'attività di intermediazione;
492;B000050428;B000568459;Responsabile dell'attività di intermediazione;
493;B000081355;B000131454;Responsabile dell'attività di intermediazione;
494;B000014061;B000014424;Responsabile dell'attività di intermediazione;
495;B000003587;B000567587;Rappresentante Legale;
496;B000013541;B000590700;Responsabile dell'attività di intermediazione;
497;B000099604;B000099633;Responsabile dell'attività di intermediazione;
498;B000014074;B000188216;Rappresentante Legale;
499;B000114993;B000115128;Responsabile dell'attività di intermediazione;
500;B000128448;B000323054;Responsabile dell'attività di intermediazione;
501;B000128491;B000323054;Responsabile dell'attività di intermediazione;
502;B000064358;B000064340;Rappresentante Legale;
503;B000116266;B000073708;Responsabile dell'attività di intermediazione;
504;B000013302;B000054892;Responsabile dell'attività di intermediazione;
505;B000013310;B000671533;Responsabile dell'attività di intermediazione;
506;A000128130;A000348255;Responsabile dell'attività di intermediazione;
507;B000116794;B000196513;Rappresentante Legale;
508;B000117096;B000548946;Responsabile dell'attività di intermediazione;
509;B000117180;B000452345;Rappresentante Legale;
510;B000013825;B000098697;Responsabile dell'attività di intermediazione;
511;B000013834;B000114899;Responsabile dell'attività di intermediazione;
512;B000133409;B000722208;Responsabile dell'attività di intermediazione;
513;B000097976;B000302472;Responsabile dell'attività di intermediazione;
514;B000098013;B000127422;Responsabile dell'attività di intermediazione;
515;B000013357;B000054892;Responsabile dell'attività di intermediazione;
516;B000014111;B000050374;Responsabile dell'attività di intermediazione;
517;B000014118;B000164840;Amministratore Delegato;
518;B000052820;B000233873;Rappresentante Legale;
519;B000052820;B000660686;Responsabile dell'attività di intermediazione;
520;B000086199;B000184650;Rappresentante Legale;
521;B000116582;B000756456;Rappresentante Legale;
522;B000183393;B000548946;Responsabile dell'attività di intermediazione;
523;B000013564;B000516122;Responsabile dell'attività di intermediazione;
524;B000059731;B000059721;Rappresentante Legale;
525;B000090408;B000131454;Rappresentante Legale;
526;B000013558;B000014336;Rappresentante Legale;
527;B000074500;B000056488;Amministratore Delegato;
528;B000183416;B000183733;Responsabile dell'attività di intermediazione;
529;B000013371;B000400942;Responsabile dell'attività di intermediazione;
530;B000013524;B000122399;Rappresentante Legale;
531;B000143443;B000479662;Responsabile dell'attività di intermediazione;
532;B000062719;B000284439;Responsabile dell'attività di intermediazione;
533;A000000605;A000011821;Responsabile dell'attività di intermediazione;
534;A000087181;A000119878;Responsabile dell'attività di intermediazione;
535;A000000808;A000011869;Responsabile dell'attività di intermediazione;
536;A000000817;A000011887;Responsabile dell'attività di intermediazione;
537;A000001864;A000187181;Responsabile dell'attività di intermediazione;
538;B000099875;B000340948;Rappresentante Legale;
539;B000186148;B000283903;Rappresentante Legale;
540;A000141109;A000629788;Responsabile dell'attività di intermediazione;
541;A000141948;A000518671;Responsabile dell'attività di intermediazione;
542;B000181522;B000067253;Direttore Generale;
543;B000014155;B000632962;Responsabile dell'attività di intermediazione;
544;B000014155;B000014442;Rappresentante Legale;
545;B000714221;B000055861;Responsabile dell'attività di intermediazione;
546;A000103766;A000069745;Responsabile dell'attività di intermediazione;
547;A000146981;A000146982;Responsabile dell'attività di intermediazione;
548;B000117724;B000357171;Responsabile dell'attività di intermediazione;
549;B000051104;B000073708;Responsabile dell'attività di intermediazione;
550;A000147076;A000284687;Responsabile dell'attività di intermediazione;
551;B000087500;B000090980;Amministratore Delegato;
552;B000069263;B000052199;Rappresentante Legale;
553;B000013870;B000114899;Responsabile dell'attività di intermediazione;
554;B000697232;B000073708;Responsabile dell'attività di intermediazione;
555;A000055089;A000624565;Responsabile dell'attività di intermediazione;
556;B000063413;B000072481;Responsabile dell'attività di intermediazione;
557;B000188970;B000373384;Rappresentante Legale;
558;B000068315;B000068305;Responsabile dell'attività di intermediazione;
559;A000166317;A000279183;Responsabile dell'attività di intermediazione;
560;A000129967;A000053685;Responsabile dell'attività di intermediazione;
561;A000171941;A000679512;Responsabile dell'attività di intermediazione;
562;B000068417;B000117871;Responsabile dell'attività di intermediazione;
563;B000072894;B000286546;Amministratore Delegato;
564;B000075450;B000083805;Rappresentante Legale;
565;B000013877;B000388574;Responsabile dell'attività di intermediazione;
566;B000188174;B000060025;Rappresentante Legale;
567;B000188174;B000060025;Amministratore Delegato;
568;B000014191;B000244857;Rappresentante Legale;
569;B000312585;B000058160;Responsabile dell'attività di intermediazione;
570;B000013983;B000014414;Rappresentante Legale;
571;B000013983;B000014414;Amministratore Delegato;
572;B000013985;B000014414;Responsabile dell'attività di intermediazione;
573;B000013993;B000055861;Responsabile dell'attività di intermediazione;
574;B000268728;B000671836;Rappresentante Legale;
575;B000014199;B000083306;Responsabile dell'attività di intermediazione;
576;B000013980;B000014407;Responsabile dell'attività di intermediazione;
577;A000158268;A000734847;Responsabile dell'attività di intermediazione;
578;A000146963;A000156414;Responsabile dell'attività di intermediazione;
579;B000131244;B000128518;Rappresentante Legale;
580;A000104448;A000087673;Responsabile dell'attività di intermediazione;
581;A000135458;A000120635;Responsabile dell'attività di intermediazione;
582;A000004518;A000791657;Responsabile dell'attività di intermediazione;
583;A000001750;A000187164;Responsabile dell'attività di intermediazione;
584;A000165379;A000446033;Responsabile dell'attività di intermediazione;
585;B000077131;B000134224;Responsabile dell'attività di intermediazione;
586;B000014003;B000081617;Rappresentante Legale;
587;A000129423;A000129424;Responsabile dell'attività di intermediazione;
588;B000004497;B000449285;Responsabile dell'attività di intermediazione;
589;A000069626;A000433842;Responsabile dell'attività di intermediazione;
590;A000141921;A000187811;Responsabile dell'attività di intermediazione;
591;A000000920;A000069903;Responsabile dell'attività di intermediazione;
592;A000182246;A000187119;Responsabile dell'attività di intermediazione;
593;A000179279;A000187126;Responsabile dell'attività di intermediazione;
594;B000051344;B000051355;Responsabile dell'attività di intermediazione;
595;A000129890;A000129891;Responsabile dell'attività di intermediazione;
596;A000050701;A000755247;Responsabile dell'attività di intermediazione;
597;A000120678;A000135460;Responsabile dell'attività di intermediazione;
598;A000165413;A000498751;Responsabile dell'attività di intermediazione;
599;A000004491;A000601771;Responsabile dell'attività di intermediazione;
600;A000121416;A000053802;Responsabile dell'attività di intermediazione;
601;A000158874;A000158875;Responsabile dell'attività di intermediazione;
602;A000158269;A000815064;Responsabile dell'attività di intermediazione;
603;A000078027;A000135501;Responsabile dell'attività di intermediazione;
604;A000172288;A000187178;Responsabile dell'attività di intermediazione;
605;A000000642;A000011838;Responsabile dell'attività di intermediazione;
606;A000129422;A000141019;Responsabile dell'attività di intermediazione;
607;B000171831;B000182111;Responsabile dell'attività di intermediazione;
608;B000013781;B000727114;Responsabile dell'attività di intermediazione;
609;B000013197;B000065009;Responsabile dell'attività di intermediazione;
610;A000077597;A000731130;Responsabile dell'attività di intermediazione;
611;A000000683;A000676793;Responsabile dell'attività di intermediazione;
612;A000147547;A000147549;Responsabile dell'attività di intermediazione;
613;A000069777;A000069778;Responsabile dell'attività di intermediazione;
614;A000165431;A000583478;Responsabile dell'attività di intermediazione;
615;A000146634;A000134792;Responsabile dell'attività di intermediazione;
616;A000055274;A000461503;Responsabile dell'attività di intermediazione;
617;A000148180;A000148181;Responsabile dell'attività di intermediazione;
618;A000070299;A000708449;Responsabile dell'attività di intermediazione;
619;A000073569;A000053567;Responsabile dell'attività di intermediazione;
620;B000013760;B000052238;Rappresentante Legale;
621;A000119816;A000580264;Responsabile dell'attività di intermediazione;
622;A000004585;A000484113;Responsabile dell'attività di intermediazione;
623;A000157944;A000637266;Responsabile dell'attività di intermediazione;
624;A000166374;A000190976;Responsabile dell'attività di intermediazione;
625;A000179063;A000650915;Responsabile dell'attività di intermediazione;
626;A000119859;A000073643;Responsabile dell'attività di intermediazione;
627;A000159005;A000294899;Responsabile dell'attività di intermediazione;
628;A000001268;A000594182;Responsabile dell'attività di intermediazione;
629;A000178993;A000157706;Responsabile dell'attività di intermediazione;
